"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T"
19,"SC",183467,"SC","SPACE EXPLORATION TECHNOLOGIES","3715  JACK NORTHROP AVE","HAWTHORNE","90250",3761,"LA","SOUTH COAST AQMD","","",6.49906167654452866293653095688048253234,3.3151765,.0064,.02,.0092,.430772462,.30175964334
19,"SC",183899,"SC","SPACE EXPLORATION TECHNOLOGIES","12520  WILKIE AVE","GARDENA","90249",3761,"LA","SOUTH COAST AQMD","","",3.95614506604949664662141969437980428608,3.10179044,,.0038364,,.069975964,.0665529465
19,"SC",191558,"SC","SPACE EXPLORATION TECHNOLOGIES","3901  JACK NORTHROP AVE","HAWTHORNE","90250",3761,"LA","SOUTH COAST AQMD","","",4.31019882816532897122659159073269483241,2.85777654,.1906055,.526657561,.011034586,1.36333325348,.9118667685466
19,"SC",180361,"SC","SPEARS MANUFACTURING COMPANY","13291  RALSTON ST","SYLMAR","91342",3089,"LA","SOUTH COAST AQMD","","",.0187468046818481825407206758948222316168,.01314915,.000971,.00388,.0000408,.100388,.057785672
19,"SC",800338,"SC","SPECIALTY PAPER MILLS INC","8834 S MILLERGROVE DR","SANTA FE SPRINGS","90670",2621,"LA","SOUTH COAST AQMD","","",2.7091943202280912364945978391356542617,2.43795325,3.244206,.450712905,.0231729,8.25646945,5.867585635
36,"SC",178906,"SC","SPECTRA SENSORS INC.","11027  ARROW EST","RANCHO CUCAMONGA","91730",3826,"SBD","SOUTH COAST AQMD","","",.001009779395042074141460086422560836934273,.000888,.00242,.01,.00000497,.000794,.000789236
19,"SC",194389,"SC","SPECTRASITE COMMUNICATIONS LLC","14801 W RINALDI ST","SAN FERNANDO","91345",4812,"LA","SOUTH COAST AQMD","","",.000175119399590629974982942915624289288151,.000154,.000419,.00193,.000000862,.000138,.000137172
36,"SC",194189,"SC","SPECTRASITE COMMUNICATIONS, LLC","7605  SIERRA AVE","FONTANA","92336",7999,"SBD","SOUTH COAST AQMD","","",.002206049579258585399135774391630657266318,.00194,.00527,.02,.0000108,.00173,.00171962
36,"SC",194407,"SC","SPECTRASITE COMMUNICATIONS, LLC","1520 E BASELINE","SAN BERNARDINO","92410",7291,"SBD","SOUTH COAST AQMD","","",.004389356379349556515806231521491926313395,.00386,.01,.04,.0000216,.00345,.0034293
19,"SC",194439,"SC","SPECTRASITE COMMUNICATIONS, LLC","2915 E 12TH ST","LOS ANGELES","90023",4812,"LA","SOUTH COAST AQMD","","",.000393450079599727086649988628610416192859,.000346,.000942,.00433,.00000194,.000309,.000307146
19,"SC",195089,"SC","SPECTRASITE COMMUNICATIONS, LLC","500 S GREENWOOD AVE","MONTEBELLO","90640",4812,"LA","SOUTH COAST AQMD","","",.002444848760518535365021605640209233568342,.00215,.00586,.02,.0000121,.00192,.00190848
30,"SC",195147,"SC","SPECTRASITE COMMUNICATIONS, LLC","5518 E LA PALMA AVE","ANAHEIM","92806",4812,"ORA","SOUTH COAST AQMD","","",.000145553786672731407778030475324084603139,.000128,.000349,.0016,.000000718,.000115,.00011431
36,"SC",195150,"SC","SPECTRASITE COMMUNICATIONS, LLC","150 S LARCH AVE","RIALTO","92376",4213,"SBD","SOUTH COAST AQMD","","",.000102115078462588128269274505344553104389,.0000898,.000244,.00112,.000000503,.0000802,.0000797188
33,"SC",195167,"SC","SPECTRASITE COMMUNICATIONS, LLC","28818  LINDENBERGER RD","MENIFEE","92584",7991,"RIV","SOUTH COAST AQMD","","",.001648851489652035478735501478280645894928,.00145,.00394,.01,.00000812,.00129,.00128226
19,"SC",8574,"SC","SPECTROLAB, INC","12464- 12500 GLADSTONE AVE","SYLMAR","91342",3674,"LA","SOUTH COAST AQMD","","",3.66932978963793717249837416958914120313,2.8263035904,1.47936177,2.010899378,.00684456812,.216271075,.162444109354
33,"SC",114077,"SC","SPECTRUM CLEANERS 3","40964  CALIFORNIA OAKS RD","MURRIETA","92562",7212,"RIV","SOUTH COAST AQMD","","",.01,.01,,,,,
19,"SC",192313,"SC","SPECTRUM PACIFIC WEST LLC","14221  COVELLO ST","VAN NUYS","91405",1799,"LA","SOUTH COAST AQMD","","",.004480327496020013645667500568569479190357,.00394,.01,.04,.0000221,.00352,.00349888
19,"SC",195045,"SC","SPECTRUM PACIFIC WEST LLC","858  WILCOX AVE","LOS ANGELES","90038",7378,"LA","SOUTH COAST AQMD","","",.003047532408460313850352513077098021378212,.00268,.00729,.03,.000015,.0024,.0023856
33,"SC",189709,"SC","SPECTRUM PACIFIC WEST, LLC","1102 S CAWSTON AVE","HEMET","92545",8734,"RIV","SOUTH COAST AQMD","","",.003195360473049806686377075278599044803275,.00281,.00765,.03,.0000158,.00251,.00249494
30,"SC",189979,"SC","SPECTRUM PACIFIC WEST, LLC","200  PAULARINO","COSTA MESA","92626",4841,"ORA","SOUTH COAST AQMD","","",.006504434841937684785080736866045030702752,.00572,.01,.07,.000032,.00511,.00507934
19,"SC",190399,"SC","SPECTRUM PACIFIC WEST, LLC","1730 W GARDENA BLVD","GARDENA","90247",4813,"LA","SOUTH COAST AQMD","","",.001603365931316806913804866954741869456448,.00141,.00383,.01,.00000788,.00126,.00125244
36,"SC",190463,"SC","SPECTRUM PACIFIC WEST, LLC","2090 N D ST","SAN BERNARDINO","92405",4841,"SBD","SOUTH COAST AQMD","","",.00640209233568342051398680918808278371617,.00563,.01,.07,.0000315,.00503,.00499982
19,"SC",190599,"SC","SPECTRUM PACIFIC WEST, LLC","20930 S BONITA ST SUITE Z","CARSON","90746",7231,"LA","SOUTH COAST AQMD","","",.000767568796906982033204457584716852399363,.000675,.00184,.00844,.00000378,.000603,.000599382
33,"SC",190653,"SC","SPECTRUM PACIFIC WEST, LLC","556  BIRCH ST","LAKE ELSINORE","92530",9999,"RIV","SOUTH COAST AQMD","","",.003195360473049806686377075278599044803275,.00281,.00765,.03,.0000158,.00251,.00249494
36,"SC",192898,"SC","SPECTRUM PACIFIC WEST, LLC","1260 S DUPONT AVE","ONTARIO","91761",4841,"SBD","SOUTH COAST AQMD","","",.003877643848078235160336593131680691380487,.00341,.00928,.04,.0000191,.00305,.0030317
19,"SC",194061,"SC","SPECTRUM PACIFIC WEST, LLC","9260  TOPANGA CANYON BLVD","CHATSWORTH","91311",4841,"LA","SOUTH COAST AQMD","","",.002260632249260859677052535819877188992494,.001988,.0054,.02,.00001114,.001776,.001765344
30,"SC",132343,"SC","SPECTRUM PAINT & POWDER, INC.","1332  ALLEC ST","ANAHEIM","92806",5198,"ORA","SOUTH COAST AQMD","","",.4326805921942241897101815653407822584997,.341864612,.021503062,.079868516,.000368624,.105840924,.101791599
36,"SC",119709,"SC","SPECTRUM SOUTH LLC, FIRE PUMP HOUSE","14679  MONTE VISTA AVE","CHINO","91710",6512,"SBD","SOUTH COAST AQMD","","",.002604048214691835342278826472594951103025,.00229,.00622,.02,.0000128,.00204,.00202776
30,"SC",170051,"SC","SPEEDY CLEANERS","17870  NEWHOPE ST #105","FOUNTAIN VALLEY","92708",7212,"ORA","SOUTH COAST AQMD","","",.0793965859468042874156411274315204446209,.04,,,,,
19,"SC",70961,"SC","SPINIELLO COMPANIES","VARIOUS LOCATIONS IN SCAQMD","SANTA FE SPRINGS","90670",1623,"LA","SOUTH COAST AQMD","","",.0120336943441636582430806257521058965102,.01,0,0,0,0,0
30,"SC",194977,"SC","SPM-DESIGN","870 N ECKHOFF ST","ORANGE","92868",7389,"ORA","SOUTH COAST AQMD","","",.1518372304889158821743091406012754327361,.15,,,,.00525,.00504
19,"SC",4000,"SC","SPRAY SYS INC","1363 E GRAND AVE","POMONA","91766",3599,"LA","SOUTH COAST AQMD","","",.0577361068934102641967810507136349832979,.0570375,,,,.002244375,.0021546
36,"SC",66196,"SC","SPRINT","282 S SYCAMORE AVE","RIALTO","92376",4812,"SBD","SOUTH COAST AQMD","","",.113713895838071412326586308846941096202,.1,.3,1.45,.000656,.09,.08946
30,"SC",72315,"SC","SPRINT","1750 W PENHALL WAY","ANAHEIM","92801",4813,"ORA","SOUTH COAST AQMD","","",.0682283375028428473959517853081646577212,.06,.2,.96,.00044,.06,.05964
30,"SC",109667,"SC","SPRINT","2592  DUPONT DR","IRVINE","92612",9999,"ORA","SOUTH COAST AQMD","","",.006186035933591084830566295201273595633386,.00544,.01,.06,.0000305,.00486,.00483084
36,"SC",114909,"SC","SPRINT","1643 S GROVE AVE","ONTARIO","91761",9999,"SBD","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.03,.15,.0000683,.01,.00994
19,"SC",121089,"SC","SPRINT","14525  RAYMER","VAN NUYS","91405",5999,"LA","SOUTH COAST AQMD","","",.001016602228792358426199681601091653400045,.000894,.00243,.01,.00000501,.000799,.000794206
19,"SC",194180,"SC","SPRINT CELL SITE LA38XC526","18679  DEVONSHIRE ST","NORTHRIDGE","91324",7991,"LA","SOUTH COAST AQMD","","",.000519672503979986354332499431430520809643,.000457,.00124,.00571,.00000256,.000408,.000405552
30,"SC",143735,"SC","SPRINT COMMUNICATIONS","602 S SANTA FE ST","SANTA ANA","92705",3554,"ORA","SOUTH COAST AQMD","","",.000171707982715487832613145326358881055265,.000151,.000411,.00189,.000000846,.000135,.00013419
33,"SS",147648,"SC","SPRINT COMMUNICATIONS","I-10 @  FRONTAGE RD","DESERT CENTER","92239",7549,"RIV","SOUTH COAST AQMD","","",.005196725039799863543324994314305208096429,.00457,.01,.05,.0000256,.00409,.00406546
33,"SC",121753,"SC","SPRINT COMMUNICATIONS CO. LP","37755  SAN TIMOTEO CANYON RD","BEAUMONT","92223",4812,"RIV","SOUTH COAST AQMD","","",.000831248578576302024107345917671139413236,.000731,.00199,.00915,.0000041,.000653,.000649082
19,"SC",118929,"SC","SPRINT COMMUNICATIONS CO., L.P.","100 S FLOWER ST","BURBANK","91502",9999,"LA","SOUTH COAST AQMD","","",.0341141687514214236979758926540823288606,.03,.11,.52,.000238,.03,.02982
19,"SC",111949,"SC","SPRINT PCS","3099  CALIFORNIA","BURBANK","91504",4813,"LA","SOUTH COAST AQMD","","",.0227427791676142824653172617693882192404,.02,.05,.25,.000112,.01,.00994
19,"SC",122662,"SC","SPRINT PCS","12103  BURKE ST","SANTA FE SPRINGS","90670",4813,"LA","SOUTH COAST AQMD","","",.002990675460541278144189219922674550830111,.00263,.00714,.03,.0000147,.00235,.0023359
19,"SC",131975,"SC","SPRINT POINT OF PRESENCE FACILITY","11301  BROOKSHIRE AVE","DOWNEY","90241",8661,"LA","SOUTH COAST AQMD","","",.000742551739822606322492608596770525358199,.000653,.00177,.00816,.00000365,.000583,.000579502
33,"SS",132234,"SC","SPRINT POINT OF PRESENCE FACILITY","3601 N INDIAN CANYON DR","PALM SPRINGS","92262",8661,"RIV","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.04,.2,.0000922,.01,.00994
19,"SC",192510,"SC","SPRINT TELECOMMUNICATIONS","611 W 6TH ST","LOS ANGELES","90018",4813,"LA","SOUTH COAST AQMD","","",.005333181714805549238116897884921537411872,.00469,.01,.05,.0000263,.00419,.00416486
19,"SC",169990,"SC","SPS TECHNOLOGIES, LLC","1700 W 132ND ST","GARDENA","90249",3452,"LA","SOUTH COAST AQMD","","",2.25810340686232839743568660941800113503,1.924670047,.13910594,.465472638,.002072656,3.60437110207,2.568462914511
19,"SC",172519,"SC","SSA  CONTAINERS, INC.","1160B  PIER F","LONG BEACH","90802",4491,"LA","SOUTH COAST AQMD","","",.000927905390038662724584944280191039345008,.000816,.00222,.01,.00000457,.000729,.000724626
19,"SC",173256,"SC","SSA MARINE PACIFIC CONTAINER TERMINAL","570  HARBOR SCENIC WAY","LONG BEACH","90802",8611,"LA","SOUTH COAST AQMD","","",.003138503525130770980213782124175574255174,.00276,.00751,.03,.0000155,.00247,.00245518
19,"SC",135358,"SC","SSA TERMINALS","700  PIER A PLAZA","LONG BEACH","90813",4491,"LA","SOUTH COAST AQMD","","",.2276520309205835586020004049558147144821,.226797,.01469,.07,.00003286,.00523,.00519862
19,"SC",146879,"SC","SSA TERMINALS, LLC","1521  PIER C ST","LONG BEACH","90802",4491,"LA","SOUTH COAST AQMD","","",.0296311017552742616033755274261603375527,.029490219,,,,,
30,"SC",163756,"SC","SSD SYSTEMS","1740 N LEMON ST","ANAHEIM","92801",7382,"ORA","SOUTH COAST AQMD","","",.001663634296110984762337957698430748237435,.001463,.00398,.0161,.00000819,.001307,.001299158
33,"SC",176729,"SC","SSD SYSTEMS","14407  MERIDIAN PKY","RIVERSIDE","92518",7382,"RIV","SOUTH COAST AQMD","","",.001108710484421196270184216511257675687969,.000975,.00265,.01,.00000546,.000871,.000865774
33,"SC",17749,"SC","ST CALIF DEPT CORRECTIONS,CAL REHAB CNTR","5TH & WESTERN ST","NORCO","92860",9223,"RIV","SOUTH COAST AQMD","","",.2741024477186616284895334817109813554132,.268906,.03293,.03921,.0002353,.002981,.002981
30,"SC",24546,"SC","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DR","FULLERTON","92835",8062,"ORA","SOUTH COAST AQMD","","",13.28100136759047883797489771392184013732,6.685485351,5.4561786,4.348791862,.03755856,3.82812046,2.82980261488
30,"SC",180321,"SC","ST JUDE MEDICAL CENTER","1839  SUNNYCREST DR","FULLERTON","92835",8641,"ORA","SOUTH COAST AQMD","","",.000789174437116215601546508983397771207642,.000694,.00189,.00868,.00000389,.00062,.00061628
19,"SC",108235,"SC","ST MARY MEDICAL CENTER","1043  ELM AVE","LONG BEACH","90813",5531,"LA","SOUTH COAST AQMD","","",.001705708437571071184898794632704116443029,.0015,.00408,.01876,.0000084,.00134,.00133196
19,"SC",109735,"SC","ST VINCENT MEDICAL CENTER","201 S ALVARADO ST","LOS ANGELES","90057",8062,"LA","SOUTH COAST AQMD","","",.000106606777348191949056174664544007277689,.00009375,.000255,.0011725,.000000525,.00008375,.0000832475
36,"SC",6324,"SC","ST. BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","92404",8011,"SBD","SOUTH COAST AQMD","","",7.12234477539794303406195001103160396462,1.066478092,3.948812837,2.378810781,.034525065,.502700952,.5012843904
19,"SC",103609,"SC","ST. JUDE MEDICAL CRMD","15900 VALLEY VIEW CT","SYLMAR","91342",3845,"LA","SOUTH COAST AQMD","","",5.85109730114211106699465361952168277371,2.948000076,.696179445,.896109635,.004872263,.092696215,.08511331255
19,"SC",151747,"SC","STABOND CORP","1722 W 139TH ST","GARDENA","90249",2891,"LA","SOUTH COAST AQMD","","",.0405260846239497924891183318149610284442,.040035719,,,,,
30,"SC",183501,"SC","STANTON ENERGY RELIABILITY CENTER, LLC","10711  DALE AVE","STANTON","90680",4911,"ORA","SOUTH COAST AQMD","","",.4789363694951664876476906552094522019334,.044588976,.167765,.150290002,.009847872,.086442432,.085923777408
19,"SC",118648,"SC","STAPLES CENTER, L A ARENA COMPANY LLC.","1111 S FIGUEROA ST STE 3100","LOS ANGELES","90015",7941,"LA","SOUTH COAST AQMD","","",.0837378791324663510244588252320797237786,.04368,.56,.78,.0039265,.04221,.04213674
33,"SC",7814,"SC","STAR MILLING CO","24067 WATER AVE","PERRIS","92570",9999,"RIV","SOUTH COAST AQMD","","",.1590970422810272434332584708524558148618,.070000571,.500000965,.150000203,.00784000286,2.6360490476,.8283542573144
33,"SC",188023,"SC","STARLIGHT ELEMENTARY SCHOOL","1510  COUGAR WAY","BEAUMONT","92223",8211,"RIV","SOUTH COAST AQMD","","",.005412781441892199226745508301114396179213,.00476,.01,.05,.0000266,.00425,.0042245
30,"SC",118856,"SC","STASON PHARMACEUTICALS INC","11  MORGAN","IRVINE","92618",2834,"ORA","SOUTH COAST AQMD","","",.000533318171480554923811689788492153741187,.000469,.00128,.00586,.00000263,.000419,.000416486
33,"SC",94683,"SC","STATE COMPENSATION INSURANCE FUND","6301  DAY ST","RIVERSIDE","92507",6331,"RIV","SOUTH COAST AQMD","","",.009597452808733227200363884466681828519445,.00844,.02,.1,.0000473,.00754,.00749476
36,"SC",184244,"SC","STATE LOGISTICS SERVICES, INC.","11265  BEECH AVE","FONTANA","92337",4731,"SBD","SOUTH COAST AQMD","","",.004271093927677962246986581760291107573345,.003756,.0102,.04,.000021,.003356,.003335864
36,"SC",90063,"SC","STATE OF CALIF DEPT OF TRANSPORTATION","451 W SLOVER AVE","BLOOMINGTON","92316",4789,"SBD","SOUTH COAST AQMD","","",.0000382,.0000382,,,,,
36,"SC",162657,"SC","STATE OF CALIF DEPT OF TRANSPORTATION","13892  VICTORIA ST","FONTANA","92336",8322,"SBD","SOUTH COAST AQMD","","",.0107232203775301341823970889242665453718,.00943,.02,.11,.0000528,.00843,.00837942
19,"SC",145605,"SC","STATE OF CALIFORNIA -  CALTRANS","2901 W BROADWAY","LOS ANGELES","90041",9999,"LA","SOUTH COAST AQMD","","",.000649306345235387764384807823516033659313,.000571,.00154,.01,.00000286,.0000476,.0000473144
36,"SC",152227,"SC","STATER BROS. MARKETS","301 S TIPPECANOE AVE","SAN BERNARDINO","92408",5411,"SBD","SOUTH COAST AQMD","","",.5699596291909404968932756585808510775402,.47186,.37466,1.47,.00141809,.092,.091508
30,"SC",13994,"SC","STATES LOGISTICS SERVICES, INC.","5650  DOLLY AVE","BUENA PARK","90621",4731,"ORA","SOUTH COAST AQMD","","",.001066636342961109847623379576984307482374,.000938,.00255,.01,.00000525,.000838,.000832972
30,"SC",74389,"SC","STATION CLEANERS","18216  IMPERIAL HWY","YORBA LINDA","92886",7211,"ORA","SOUTH COAST AQMD","","",.000032,.000032,,,,,
33,"SC",142719,"SC","STEEL TECH INDUSTRIAL CORP","1268  SHERBORN ST","CORONA","92879",1791,"RIV","SOUTH COAST AQMD","","",.6932972026084900821174801843071309731434,.68380167,,,,.098194859,.06283762645
36,"SC",126498,"SC","STEELSCAPE, INC","11200 ARROW ROUTE","RANCHO CUCAMONGA","91730",3479,"SBD","SOUTH COAST AQMD","","",8.1606236189775668418531460170761526642,3.20114141,7.6215345,28.18980128,.1121565975,1.409216375,1.40175148525
30,"SC",800297,"SC","STEPAN CO","1151 N OLIVE & 1208 N PATT ST","ANAHEIM","92801",2821,"ORA","SOUTH COAST AQMD","","",4.64242297158966504437446321213856283997,4.0565953569,1.5897,.460256,.032954982,.144788362,.14431397281
19,"SC",126191,"SC","STERIGENICS US, INC.","4801-63 E 50TH ST","LOS ANGELES","90058",7389,"LA","SOUTH COAST AQMD","","",.2546292029973103819257665411511565357719,.083417528,.3986072,.861458423,.004380297,.055045739,.055045739
19,"SC",126197,"SC","STERIGENICS US, INC.","4900 S GIFFORD AVE","LOS ANGELES","90058",7389,"LA","SOUTH COAST AQMD","","",.1833359921363098440021516944593867670792,.0432529726,.326133922,.70483243,.003583894,.045037584,.045037584
36,"SC",126060,"SC","STERIGENICS US, LLC","687 WANAMAKER AVE","ONTARIO","91761",7389,"SBD","SOUTH COAST AQMD","","",.7816308568991132028867547840273999718378,.221407235,.961459109,2.49522683,.012195433,.153336868,.1533343555
33,"SC",120829,"SC","STERIS, INC.","43425 BUSINESS PARK DR","TEMECULA","92590",7389,"RIV","SOUTH COAST AQMD","","",.2504775635219205693440385934252755991003,.047559212,.2107628,.7906216,.003480144,.0461694,.0461520336
19,"SC",152361,"SC","STERLING PACIFIC MEAT COMPANY","6114  SCOTT WAY","COMMERCE","90040",5142,"LA","SOUTH COAST AQMD","","",.0454855583352285649306345235387764384808,.04,.12,.6,.0002708,.04,.03976
19,"SC",122544,"SC","STEVEDORING SERVICES OF AMERICA","1521  PIER C ST PIER C-60","LONG BEACH","90802",4491,"LA","SOUTH COAST AQMD","","",.0776026903652183258819544203997931078824,.0769,.01,.04,.0000221,.00352,.00349888
19,"SC",135597,"SC","STEVEDORING SERVICES OF AMERICA","1521  PIER J ST HARBOR SCENIC DR","LONG BEACH","90802",4491,"LA","SOUTH COAST AQMD","","",.2994932462966214977799401010854159289657,.2989256,.00966,.03919,.00001992,.003177,.003157938
36,"SC",161687,"SC","STONELEDGE FURNITURE, LLC & AFI","1601  ASHLEY WAY","COLTON","92324",5712,"SBD","SOUTH COAST AQMD","","",.027715967021750076079764605904747421052,.02657,.01785,.07,.0000368,.00587,.00583478
19,"SC",52742,"SC","STOROPACK INC","12007 S WOODRUFF AVE","DOWNEY","90241",3086,"LA","SOUTH COAST AQMD","","",1.6146700823739579198094481937276697102,.8119675,.15834,.1885,.001131,.014326,.014326
19,"SC",181614,"SC","STS - SKANSKA - TRAYLOR-SHEA JV","711  LA BREA AVE","LOS ANGELES","90036",1622,"LA","SOUTH COAST AQMD","","",.0682283375028428473959517853081646577212,.06,.18,.84,.000382,.06,.05964
19,"SC",186515,"SC","STS SKANSKA TRAYLOR SHEA JV","6010  WILSHIRE BLVD","LOS ANGELES","90036",9999,"LA","SOUTH COAST AQMD","","",.0394473504662269729360927905390038662725,.03469,.11,.52,.0002393,.03419,.03398486
19,"SC",105277,"SC","SULLY MILLER CONTRACTING CO","2600 BUENA VISTA ST","IRWINDALE","91706",2951,"LA","SOUTH COAST AQMD","","",7.51283548607175891624726148431963129644,7.370824747,28.073524995,1.817244921,.02299991,9.193085334,3.702686388594
19,"SC",4988,"SC","SULLY MILLER CONTRACTING CO.","5625 SOUTHERN AVE","SOUTH GATE","90280",1611,"LA","SOUTH COAST AQMD","","",2.53357256018456275512440489128109962397,2.4000721026,1.085743232,2.00423939,.014322134,1.674300487,.716574644032
19,"SC",19390,"SC","SULLY-MILLER CONTRACTING CO.","11462 PENROSE ST","SUN VALLEY","91352",1611,"LA","SOUTH COAST AQMD","","",4.0368057907879797071591361166725864277,3.7223287763,13.5290376,1.359485124,.02134952,11.414679915,4.565871966
36,"SC",173257,"SC","SUMITOMO RUBBER NORTH AMERICA INC","8656  HAVEN AVE","RANCHO CUCAMONGA","91730",5014,"SBD","SOUTH COAST AQMD","","",.000524221059813509210825562883784398453491,.000461,.00125,.00577,.00000258,.000412,.000409528
19,"SC",79589,"SC","SUN HILL PROP.,INC, UNIV HILTON HOTEL","555  UNIVERSAL TERRACE PKY","UNIVERSAL CITY","91608",7011,"LA","SOUTH COAST AQMD","","",.3433490453437976288711686551986180904634,.1441157,1.377646,2.595523,.01359771,.1716245,.171621485
19,"SC",11120,"SC","SUNBURST DECORATIVE ROCK INC","282 E LIVE OAK AVE","IRWINDALE","91706",5032,"LA","SOUTH COAST AQMD","","",,,,,,1.960218,1.125165132
36,"SC",123970,"SC","SUNDANCE SPAS INC","14525 MONTE VISTA AVE","CHINO","91710",3088,"SBD","SOUTH COAST AQMD","","",.4810427564248351148510347964521264498522,.480917,.01,.01,.0000336,.040917,.039311498
33,"SS",50064,"SC","SUNLINE TRANSIT AGENCY","32-505  HARRY OLIVER TRAIL","THOUSAND PALMS","92276",4131,"RIV","SOUTH COAST AQMD","","",.0511302403512177091565635702872130306421,.006445644,.01743148,.1601047,.0000337912,.002066143,.00205376158
30,"SC",63850,"SC","SUNNY DELIGHT BEVERAGES CO.","1230 N TUSTIN AVE","ANAHEIM","92807",2033,"ORA","SOUTH COAST AQMD","","",.0228339363615688382574896106849711580209,.0100938,.250255,.30117,.001800525,.0200838,.0200832972
19,"SC",98250,"SC","SUNRIDER","1625  ABALONE AVE","TORRANCE","90501",5122,"LA","SOUTH COAST AQMD","","",.002137821241755742551739822606322492608597,.00188,.0051,.02,.0000105,.00168,.00166992
19,"SC",105395,"SC","SUNRISE SETS & EFFECTS, INC","2948 N ONTARIO","BURBANK","91504",3999,"LA","SOUTH COAST AQMD","","",6.23396801478299684412655710686191494289,4.8328951,,,,,
30,"SC",180837,"SC","SUNSET BEACH SANITARY DISTRICT","16808 S PACIFIC","HUNTINGTON BEACH","92647",5812,"ORA","SOUTH COAST AQMD","","",.00002137821241755742551739822606322492608597,.0000188,.000051,.000235,.000000105,.0000168,.0000166992
19,"SC",147830,"SC","SUNSET HOUSE","9481  SUNSET BLVD","BEVERLY HILLS","90210",6512,"LA","SOUTH COAST AQMD","","",.001108710484421196270184216511257675687969,.000975,.00265,.01,.00000546,.000871,.000865774
19,"SC",100489,"SC","SUNSET SIERRA PROPERTY, C/O THE VOIT CO","9255  SUNSET BLVD","WEST HOLLYWOOD","90069",8741,"LA","SOUTH COAST AQMD","","",.002472140095519672503979986354332499431431,.002174,.00592,.02492,.00001219,.001942,.001930348
19,"SC",182632,"SC","SUNSET TOWER LLC","6430  SUNSET BLVD","HOLLYWOOD","90028",6531,"LA","SOUTH COAST AQMD","","",.001280418467136684102797361837616556743234,.001126,.00306,.01408,.0000063,.001006,.000999964
19,"SC",49111,"SC","SUNSHINE CYN LANDFILL REPUBLIC SERV INC","14747 SAN FERNANDO RD","SYLMAR","91342",4953,"LA","SOUTH COAST AQMD","","",12.1332463214102272840038470332419234275,6.159476065,41.233769263,28.220120971,60.57248395587,13.6099985819,13.5283385904086
19,"SC",101258,"SC","SUNSHINE FPC, INC.","1600 GAGE RD","MONTEBELLO","90640",2673,"LA","SOUTH COAST AQMD","","",1.99838190909090909090909090909090909091,1.987551,.01579,.14,.000729,.03182,.03182
19,"SC",139938,"SC","SUNSHINE GAS PRODUCERS LLC","14747 SAN FERNANDO RD","SYLMAR","91342",4911,"LA","SOUTH COAST AQMD","","",33.60838844470461868958109559613319011816,3.222146056,6.018401185,31.04711237,26.91323406,11.14450453,11.07763750282
19,"SC",181234,"SC","SUNVAIR","29145 THE OLD RD","VALENCIA","91355",3728,"LA","SOUTH COAST AQMD","","",.6224959940979028057679743073001499967791,.570226145,.179636469,.667221165,.003079482,.229276479015,.2026983266874
19,"SC",178278,"SC","SUPER KING MARKET #5","19500  PLUMMER ST","NORTHRIDGE","91324",5411,"LA","SOUTH COAST AQMD","","",.00008312485785763020241073459176711394132363,.0000731,.000199,.000915,.00000041,.0000653,.0000649082
19,"SC",144680,"SC","SUPER ONE HOUR CLEANERS","12813  CRENSHAW BLVD","HAWTHORNE","90250",7212,"LA","SOUTH COAST AQMD","","",.03,.03,,,,,
33,"SC",165015,"SC","SUPERFORM USA","6825  JURUPA AVE","RIVERSIDE","92504",3463,"RIV","SOUTH COAST AQMD","","",.003369863636363636363636363636363636363636,.00148274,.0074137,.8651966,.000127092,.27014455,.2555968397
19,"SC",162646,"SC","SUPERIOR DUCT FABRICATION, INC","1683  MOUNT VERNON AVE","POMONA","91766",3444,"LA","SOUTH COAST AQMD","","",,,,,,.0492051646,.0282437644804
30,"SC",196429,"SC","SUPERIOR PROCESSING","1115 LAS BRISAS PL","PLACENTIA","92870",3471,"ORA","SOUTH COAST AQMD","","",,,,,,.000179238,.0001254666
33,"SC",117139,"SC","SUPERIOR READY MIX","1350  STATE ST","HEMET","92543",3273,"RIV","SOUTH COAST AQMD","","",,,,,,3.607869135,1.444037454
33,"SC",59309,"SC","SUPERIOR READY MIX CONCRETE","24635  TEMESCAL CANYON RD","CORONA","92883",3273,"RIV","SOUTH COAST AQMD","","",,,,,,2.70921,1.083684
33,"SC",144043,"SC","SUPERIOR READY MIX CONCRETE, L P","1130 N STATE ST","HEMET","92543",3273,"RIV","SOUTH COAST AQMD","","",,,,,,2.47803,.991212
33,"SS",187505,"SC","SUPERIOR READY MIX CONCRETE, L.P.","35-905  DILLON RD","INDIO","92201",1442,"RIV","SOUTH COAST AQMD","","",,,,,,5.952853697,2.5414714239
33,"SC",144317,"SC","SUPERIOR READY MIX, L P","26165  ADAMS AVE","MURRIETA","92562",3273,"RIV","SOUTH COAST AQMD","","",,,,,,2.54866,1.019464
36,"SC",144167,"SC","SUPERIOR TANK CO., INC","9500  LUCAS RANCH RD","RANCHO CUCAMONGA","91730",3443,"SBD","SOUTH COAST AQMD","","",,,,.4238187,,.010503333,.006028913142
